comment_sentence_id,class,comment_sentence,partition,instance_type,category
2599,VMHasChildrenUpdate.java,sinc 10,0,0,Expand
2603,WhiteSpaceOptions.java,manag code formatt white space option higher level,1,0,Expand
2604,WhiteSpaceOptions.java,preview snippet,0,0,Expand
2093,IDsfDebugServicesFactory.java,factori creat dsf servic,1,0,Expand
2605,WhiteSpaceOptions.java,privat void createbeforeellipsi map workingvalu innernod parent createopt parent workingvalu formattermessageswhitespaceopt vararg paramet defaultcodeformatterconstantsformatt insert space ellipsi vararg paramet preview privat void createafterellipsi map workingvalu innernod parent createopt parent workingvalu formattermessageswhitespaceopt vararg paramet defaultcodeformatterconstantsformatt insert space ellipsi vararg paramet preview syntax element tree privat innernod createreturntre map workingvalu innernod parent final innernod root new innernod parent workingvalu formattermessageswhitespaceopt return createopt root workingvalu formattermessageswhitespacetabpag parenthes express defaultcodeformatterconstantsformatt insert space parenthes express return return preview return root privat innernod createthrowtre map workingvalu innernod parent final innernod root new innernod parent workingvalu formattermessageswhitespaceopt throw createopt root workingvalu formattermessageswhitespacetabpag parenthes express defaultcodeformatterconstantsformatt insert space parenthes express throw throw preview return root,0,0,Expand
2606,WhiteSpaceOptions.java,repres node option tree,1,0,Expand
2607,WhiteSpaceOptions.java,preview snippet,0,0,Expand
2096,IDsfDebugServicesFactory.java,sinc 11,1,0,Expand
2608,WhiteSpaceOptions.java,privat void createbeforeellipsi map workingvalu innernod parent createopt parent workingvalu formattermessageswhitespaceopt vararg paramet defaultcodeformatterconstantsformatt insert space ellipsi vararg paramet preview privat void createafterellipsi map workingvalu innernod parent createopt parent workingvalu formattermessageswhitespaceopt vararg paramet defaultcodeformatterconstantsformatt insert space ellipsi vararg paramet preview syntax element tree privat innernod createreturntre map workingvalu innernod parent final innernod root new innernod parent workingvalu formattermessageswhitespaceopt return createopt root workingvalu formattermessageswhitespacetabpag parenthes express defaultcodeformatterconstantsformatt insert space parenthes express return return preview return root privat innernod createthrowtre map workingvalu innernod parent final innernod root new innernod parent workingvalu formattermessageswhitespaceopt throw createopt root workingvalu formattermessageswhitespacetabpag parenthes express defaultcodeformatterconstantsformatt insert space parenthes express throw throw preview return root,0,0,Expand
2609,WhiteSpaceOptions.java,node repres group option tree,1,0,Expand
2610,WhiteSpaceOptions.java,preview snippet,0,0,Expand
2611,WhiteSpaceOptions.java,privat void createbeforeellipsi map workingvalu innernod parent createopt parent workingvalu formattermessageswhitespaceopt vararg paramet defaultcodeformatterconstantsformatt insert space ellipsi vararg paramet preview privat void createafterellipsi map workingvalu innernod parent createopt parent workingvalu formattermessageswhitespaceopt vararg paramet defaultcodeformatterconstantsformatt insert space ellipsi vararg paramet preview syntax element tree privat innernod createreturntre map workingvalu innernod parent final innernod root new innernod parent workingvalu formattermessageswhitespaceopt return createopt root workingvalu formattermessageswhitespacetabpag parenthes express defaultcodeformatterconstantsformatt insert space parenthes express return return preview return root privat innernod createthrowtre map workingvalu innernod parent final innernod root new innernod parent workingvalu formattermessageswhitespaceopt throw createopt root workingvalu formattermessageswhitespacetabpag parenthes express defaultcodeformatterconstantsformatt insert space parenthes express throw throw preview return root,1,0,Expand
2100,IGDBTraceControl.java,tracecontrol servic provid access debugg trace function,0,0,Expand
2612,WhiteSpaceOptions.java,node repres concret white space option tree,1,0,Expand
2101,IGDBTraceControl.java,use thing start stop trace,0,0,Expand
2102,IGDBTraceControl.java,sinc 30,1,0,Expand
2623,WordIgnoreProposal.java,propos ignor word current edit session,0,0,Expand
2625,WorkingCopyTests.java,contain unit test case work copi,1,0,Expand
1607,AbstractCPropertyTab.java,case abl use,0,0,Expand
1608,AbstractCPropertyTab.java,lot util method via provid link,1,0,Expand
1609,AbstractCPropertyTab.java,particular allow get current project,0,0,Expand
1610,AbstractCPropertyTab.java,configur etc see icpropertyprovid interfac,1,0,Expand
1611,AbstractCPropertyTab.java,standard way creat button in edit del etc,0,0,Expand
1612,AbstractCPropertyTab.java,handl event see buttonpress int,1,0,Expand
1613,AbstractCPropertyTab.java,sever util method creat widget,0,0,Expand
1614,AbstractCPropertyTab.java,uniform manner setuplabel setuptext etc,1,0,Expand
1615,AbstractCPropertyTab.java,mean handl control messag main,0,0,Expand
2127,IInclude.java,repres includ declar c translat unit,1,0,Expand
1616,AbstractCPropertyTab.java,commun way new cdt model page tab,0,0,Expand
2128,IInclude.java,noextend interfac intend extend client,1,0,Expand
2129,IInclude.java,noimplement interfac intend implement client,0,0,Expand
2136,IMacroEntry.java,noextend interfac intend extend client,1,0,Expand
2137,IMacroEntry.java,noimplement interfac intend implement client,0,0,Expand
2140,IMIBackend.java,servic control back end process,1,0,Expand
2141,IMIBackend.java,sinc 11,0,0,Expand
1634,AddBreakpointRulerAction.java,ruler action add breakpoint dialog properti,1,0,Expand
2146,IMSASTDeclspecList.java,repres microsoft attribut specifi introduc declspec,0,0,Expand
2147,IMSASTDeclspecList.java,sinc 66,1,0,Expand
1636,AddLineBreakpointActionDelegate.java,deleg add line breakpoint action,0,0,Expand
2148,IMSASTDeclspecList.java,noextend interfac intend extend client,1,0,Expand
2149,IMSASTDeclspecList.java,noimplement interfac intend implement client,0,0,Expand
1641,AddMemoryBlocks.java,add memori block memori view,1,0,Expand
2154,INodeFactory.java,control flow graph node factori,0,0,Expand
2155,INodeFactory.java,noextend interfac intend extend client,1,0,Expand
2161,IPropertyChangeParticipant.java,p,0,0,Expand
2162,IPropertyChangeParticipant.java,client may implement interfac,1,0,Expand
1651,AddMemoryBlocks.java,sinc 32,0,0,Expand
2163,IPropertyChangeParticipant.java,p,1,0,Expand
1652,AddMemoryBlocks.java,order avoid duplic addmemoryblock method one version express one memori space address pas opaqu paramet let logic within addmemoryblock differenti need via isinstanceof request object use get memori space,0,0,Expand
2164,IPropertyChangeParticipant.java,sinc 50,1,0,Expand
2172,IRefreshAllTarget.java,sinc 11,0,0,Expand
1663,AllTemplateEngineTests.java,sinc 40,1,0,Expand
2175,IRegisters2.java,servic extens iregist manag user defin regist group,0,0,Expand
2176,IRegisters2.java,sinc 26,1,0,Expand
1667,AutoconfMacroParameterListValidator.java,class provid macro call paramet par autoconf editor hover,0,0,Expand
2179,IScannerInfoConsoleParser.java,par line command output look scanner info entri,1,0,Expand
2180,IScannerInfoConsoleParser.java,author vhirsl,0,0,Expand
1669,AutoconfMacroParameterListValidator.java,author jjohnstn,1,0,Expand
1673,AutotoolsProblemMarkerInfo.java,noextend class intend subclass client,0,0,Expand
2185,ITestItem.java,noextend interfac intend extend client,1,0,Expand
2186,ITestItem.java,noimplement interfac intend implement client,0,0,Expand
1675,BindingClassifierTest.java,test link bindingclassifi,1,0,Expand
2187,ITestItem.java,repres statu test item,0,0,Expand
1678,C99BuildASTParserAction.java,semant action call c99 parser build ast,1,0,Expand
1679,C99BuildASTParserAction.java,author mike kucera,0,0,Expand
1682,CConfigurationDescriptionCache.java,cconfigurationdescriptioncach proxi class serial configur descript data,1,0,Expand
2195,IViewInMemory.java,provid abil view variabl memori view,0,0,Expand
2196,IViewInMemory.java,sinc 74,1,0,Expand
1685,CConfigurationDescriptionCache.java,ol,0,0,Expand
1686,CConfigurationDescriptionCache.java,li initi,1,0,Expand
1687,CConfigurationDescriptionCache.java,ul,0,0,Expand
2199,LanguageSettingsProvidersSerializer.java,helper class handl serial notif languag set entri link iclanguagesettingentri,1,0,Expand
1688,CConfigurationDescriptionCache.java,li eclips start project open,0,0,Expand
2200,LanguageSettingsProvidersSerializer.java,readabl xml,1,0,Expand
1689,CConfigurationDescriptionCache.java,new cconfigurationdescriptioncach creat,0,0,Expand
2201,LanguageSettingsProvidersSerializer.java,dummi class repres ill defin provid,1,0,Expand
1690,CConfigurationDescriptionCache.java,cconfigurationdescriptioncach icstorageel storag cprojectdescript parent constructor,0,0,Expand
2202,LanguageSettingsProvidersSerializer.java,readabl xml,1,0,Expand
1691,CConfigurationDescriptionCache.java,li client need icconfigurationdescript get cconfigurationdescript use constructor,0,0,Expand
1692,CConfigurationDescriptionCache.java,cconfigurationdescript cconfigurationdata data string buildsystemid icdataproxycontain cr,1,0,Expand
2204,LanguageSettingsProvidersSerializer.java,readabl xml,0,0,Expand
1693,CConfigurationDescriptionCache.java,cconfigurationdescriptioncach pas data,1,0,Expand
2205,LanguageSettingsProvidersSerializer.java,wrapper workspac provid ensur level indirect,0,0,Expand
1694,CConfigurationDescriptionCache.java,refer cach kept field fcfgcach,1,0,Expand
1695,CConfigurationDescriptionCache.java,li fcfgcach use getspecset cconfigurationspecset fcfgcach set null,0,0,Expand
1696,CConfigurationDescriptionCache.java,ul,1,0,Expand
1697,CConfigurationDescriptionCache.java,li user enter project properti set,0,0,Expand
2209,LanguageSettingsProvidersSerializer.java,readabl xml,1,0,Expand
1698,CConfigurationDescriptionCache.java,ul,0,0,Expand
2210,LanguageSettingsProvidersSerializer.java,languag set chang event implement,1,0,Expand
1699,CConfigurationDescriptionCache.java,li anoth cconfigurationdescript set configur creat use constructor set fcfgcach,0,0,Expand
1700,CConfigurationDescriptionCache.java,cconfigurationdescriptioncach,1,0,Expand
1701,CConfigurationDescriptionCache.java,ul,0,0,Expand
1702,CConfigurationDescriptionCache.java,li user chang set set configur cconfigurationdescript save,1,0,Expand
1703,CConfigurationDescriptionCache.java,ul,0,0,Expand
1704,CConfigurationDescriptionCache.java,li new cconfigurationdescriptioncach creat cconfigurationdescript via constructor,1,0,Expand
1705,CConfigurationDescriptionCache.java,cconfigurationdescriptioncach icconfigurationdescript basedescript,0,0,Expand
1706,CConfigurationDescriptionCache.java,,1,0,Expand
1707,CConfigurationDescriptionCache.java,basedescript save fbasedescript,0,0,Expand
2219,MachOBinaryParserPage.java,noextend class intend subclass client,1,0,Expand
1708,CConfigurationDescriptionCache.java,li cconfigurationdescriptioncacheapplydata,0,0,Expand
1709,CConfigurationDescriptionCache.java,use persist data,1,0,Expand
2221,ManageConfigRunner.java,noextend class intend subclass client,0,0,Expand
1710,CConfigurationDescriptionCache.java,point,1,0,Expand
2223,MIAsyncErrorProcessor.java,case gdb report exec command failur run event fire,0,0,Expand
1712,CConfigurationDescriptionCache.java,ul,1,0,Expand
1713,CConfigurationDescriptionCache.java,ol,0,0,Expand
1714,CConfigurationDescriptionCache.java,see icconfigurationdescript,1,0,Expand
1715,CConfigurationDescriptionCache.java,see cconfigurationdescript,0,0,Expand
1716,CConfigurationDescriptionCache.java,see cprojectdescriptionev,1,0,Expand
2237,MIAsyncErrorProcessor.java,class handl type situat fire mierrorev error appear,0,0,Expand
2238,MIAsyncErrorProcessor.java,sinc 53,1,0,Expand
2246,MIBreakpointsSynchronizer.java,p,0,0,Expand
2247,MIBreakpointsSynchronizer.java,bug 530377 prior fix 530377 event arriv gdb faster,1,0,Expand
2248,MIBreakpointsSynchronizer.java,dsf eclips fulli process could caus state within,0,0,Expand
2249,MIBreakpointsSynchronizer.java,synchron manag becom corrupt,1,0,Expand
2250,MIBreakpointsSynchronizer.java,would happen,0,0,Expand
2251,MIBreakpointsSynchronizer.java,take multipl dsf stage complet handl 1 event handl,1,0,Expand
2252,MIBreakpointsSynchronizer.java,next event would becom intermingl,0,0,Expand
2253,MIBreakpointsSynchronizer.java,violat mani assumpt,1,0,Expand
2254,MIBreakpointsSynchronizer.java,code code run respect requestmonitor would,0,0,Expand
2255,MIBreakpointsSynchronizer.java,state,1,0,Expand
2256,MIBreakpointsSynchronizer.java,unsupris assumpt base gener idea,0,0,Expand
2257,MIBreakpointsSynchronizer.java,dsf requir normal synchron primit everyth,1,0,Expand
2258,MIBreakpointsSynchronizer.java,singl thread,0,0,Expand
2259,MIBreakpointsSynchronizer.java,resolv problem code,1,0,Expand
2260,MIBreakpointsSynchronizer.java,link queueevent breakpointev ensur event fulli,0,0,Expand
2261,MIBreakpointsSynchronizer.java,process next event start process,0,0,Expand
2262,MIBreakpointsSynchronizer.java,sinc 42,0,0,Expand
1755,CDebugModelPresentation.java,see idebugmodelpresent,0,0,Expand
1757,CElementDelta.java,see icelementdelta,0,0,Expand
1759,ClangToolChain.java,clang toolchain,0,0,Expand
1762,ClangToolChain.java,author dschaefer,0,0,Expand
1766,CommonBuildTab.java,common util core build launch configur tab,0,0,Expand
1767,CommonBuildTab.java,sinc 91,0,0,Expand
1770,ContainerTabModel.java,sinc 121,0,0,Expand
1771,ContainerTabModel.java,author jjohnstn,0,0,Expand
1774,CoreBuildGenericLaunchConfigProvider.java,core launch configur provid use gener target type,0,0,Expand
1775,CoreBuildGenericLaunchConfigProvider.java,sinc 83,0,0,Expand
2287,MIDataListRegisterNames.java,data list regist name regno,0,0,Expand
2288,MIDataListRegisterNames.java,show list regist name current target,0,0,Expand
1778,CPPASTProblem.java,c specif implement allow action visit problem,0,0,Expand
1780,CPPASTReferenceOperator.java,refer oper declar,0,0,Expand
1787,CPPImplicitVariable.java,repres variabl implicitli creat c code,0,0,Expand
1788,CPPImplicitVariable.java,exampl initi structur bind decomposit dclstructbind,0,0,Expand
1789,CPPImplicitVariable.java,code auto first second decompos code,0,0,Expand
2301,MIEnvironmentDirectory.java,environ directori r pathdir,0,0,Expand
1790,CPPImplicitVariable.java,code initializerevalu code suppli,0,0,Expand
2302,MIEnvironmentDirectory.java,add directori pathdir begin search path sourc file,0,0,Expand
2303,MIEnvironmentDirectory.java,r first reset path default,0,0,Expand
2309,MIReverseDebugEnabler.java,sinc 42,0,0,Expand
1798,CPropertyTester.java,properti tester determin file execut c c project,0,0,Expand
1800,CUIPreferenceInitializer.java,class implement set cui initi prefer store set,0,0,Expand
1801,CUIPreferenceInitializer.java,noextend class intend subclass client,0,0,Expand
2313,MIStack.java,provid data,0,0,Expand
2314,MIStack.java,sub class must suppli miarg object,0,0,Expand
2316,MIStack.java,map threadid framescacheinfo clear base context,0,0,Expand
2317,MIStack.java,use cach reason,0,0,Expand
2318,MIStack.java,br,0,0,Expand
2319,MIStack.java,first two command,0,0,Expand
1808,DefaultEnvironmentContextInfo.java,default implement icontextinfo use environ variabl provid,0,0,Expand
2320,MIStack.java,pre,0,0,Expand
1809,DefaultEnvironmentContextInfo.java,use repres configur project workspac eclips environ context,0,0,Expand
2321,MIStack.java,stack info depth 11,0,0,Expand
1810,DefaultEnvironmentContextInfo.java,sinc 30,0,0,Expand
2322,MIStack.java,stack info depth 2,0,0,Expand
2323,MIStack.java,pre,0,0,Expand
2324,MIStack.java,would sent gdb command cach see differ,0,0,Expand
2325,MIStack.java,cach allow u know alreadi ask stack depth,0,0,Expand
2326,MIStack.java,potenti use answer,0,0,Expand
2327,MIStack.java,br,0,0,Expand
2328,MIStack.java,concept applic stack list frame command differ limit,0,0,Expand
2329,MIStack.java,also stack depth deduc frame list need ask gdb,0,0,Expand
2330,MIStack.java,p,0,0,Expand
2331,MIStack.java,second reason gdb unreli come return frame,0,0,Expand
2332,MIStack.java,mi protocol allow repli,0,0,Expand
2333,MIStack.java,data error,0,0,Expand
2334,MIStack.java,gdb unwind sometim get consol cli protocol,0,0,Expand
1823,DisplayDsfExecutor.java,sinc 10,0,0,Expand
2335,MIStack.java,problem mi gdb repli randomli sometim data sometim error,0,0,Expand
2336,MIStack.java,cach valid data,0,0,Expand
2337,MIStack.java,elimin issu invalid data subsequ invoc,0,0,Expand
2338,MIStack.java,cach error,0,0,Expand
2339,MIStack.java,base class iframedmdata object use mifram object,0,0,Expand
1828,DocCommentOwnerBlock.java,project properti page set document comment owner,0,0,Expand
2340,MIStack.java,provid data,0,0,Expand
1829,DocCommentOwnerBlock.java,em class intend use outsid cdt em,0,0,Expand
2341,MIStack.java,sub class must provid mifram object,0,0,Expand
1830,DocCommentOwnerBlock.java,noextend class intend subclass client,0,0,Expand
1831,DocCommentOwnerBlock.java,noinstanti class intend instanti client,0,0,Expand
1836,DOMGCCParserExtensionTestSuite.java,author jcamelon,0,0,Expand
1838,DOMParserTestSuite.java,author jcamelon,0,0,Expand
1840,DsfDebugUITools.java,sinc 11,0,0,Expand
1842,DummyPage.java,class replac categori refer orgeclipsecdtui exclud bring orgeclipsecdtmanagedbuildui plug,0,0,Expand
1847,ElementNumberFormatsContribution.java,sinc 22,0,0,Expand
1850,FindStdLibPath.java,purpos find path stdc librari locat,0,0,Expand
1851,FindStdLibPath.java,current shell script linux,0,0,Expand
1855,FoldingConfigurationBlock.java,configur c editor fold prefer,0,0,Expand
1856,FoldingConfigurationBlock.java,sinc 30,0,0,Expand
1859,FormattedValueTests.java,test verifi oper formattedvaluesvmutil,0,0,Expand
1860,FormattedValueTests.java,sinc 22,0,0,Expand
2372,MIThreadCreatedEvent.java,detect gdb mi gdb 68,0,0,Expand
2375,MIThreadGroupAddedEvent.java,detect gdb mi gdb 72,0,0,Expand
2376,MIThreadGroupAddedEvent.java,sinc 51,0,0,Expand
1865,GCCKeywords.java,noextend interfac intend extend client,0,0,Expand
1866,GCCKeywords.java,noinstanti class intend instanti client,0,0,Expand
2380,MultiCfgContributedEnvironment.java,noextend class intend subclass client,0,0,Expand
1869,GDBControl_7_12.java,need new finallaunchsequ gdb 712,0,0,Expand
1870,GDBControl_7_12.java,sinc 52,0,0,Expand
2382,MultiLaunchConfigurationTabGroup.java,tab group launch group,0,0,Expand
2383,MultiLaunchConfigurationTabGroup.java,deprec see bug 517722 launch group part platform,0,0,Expand
1873,GdbExpressionVMProvider.java,special expressionvmprovid use gdb specif variabl vm,0,0,Expand
2386,PDOMDependencyGenerator.java,author doug schaefer,0,0,Expand
1875,GdbExpressionVMProvider.java,understand necessari see gdbvariablevmnod,0,0,Expand
2387,PDOMDependencyGenerator.java,noextend class intend subclass client,0,0,Expand
2388,PDOMDependencyGenerator.java,noinstanti class intend instanti client,0,0,Expand
1879,GDBSourceLookup.java,default implement link igdbsourcelookup,0,0,Expand
1880,GDBSourceLookup.java,sinc 50,0,0,Expand
2392,PDOMMacroReferenceName.java,repres declar definit refer bind except macro,0,0,Expand
1885,GnuMakefileGenerator.java,sinc 12,0,0,Expand
1886,GnuMakefileGenerator.java,noinstanti class intend instanti client,0,0,Expand
1887,GnuMakefileGenerator.java,string constant makefil content messag privat static final string auto dep comment autodep non nl 1 privat static final string messag managedmakebuildermessag non nl 1 privat static final string build error messag error non nl 1 privat static final string dep incl comment moduledepinclud non nl 1 privat static final string mod incl comment modulemakeinclud non nl 1 privat itool buildtool privat boolean buildtoolsus privat imanagedbuildinfo info privat set outputextensionsset map macro name string valu list depend file variabl privat vector dependencymakefil ipath rel top build directori absolut,0,0,Expand
1888,GnuMakefileGenerator.java,imanagedbuildermakefilegener e h,0,0,Expand
1889,GnuMakefileGenerator.java,k e f l e p p u l n e h,0,0,Expand
2401,ProcessLauncher.java,class implement extern process launch intern builder,0,0,Expand
1890,GnuMakefileGenerator.java,n makefil k e f l e e h,0,0,Expand
1891,GnuMakefileGenerator.java,u r c e sourcesmk k e f l e e h,0,0,Expand
1892,GnuMakefileGenerator.java,f r g e n subdirmk k e f l e e h,0,0,Expand
1893,GnuMakefileGenerator.java,k e f l eg e n e r n c n e h,0,0,Expand
2405,ProcStatParser.java,author marc dumai,0,0,Expand
1894,GnuMakefileGenerator.java,add macro addit prefix map macro name entri,0,0,Expand
1895,GnuMakefileGenerator.java,entri prefix look like,0,0,Expand
2407,ProcStatParser.java,see also http wwwlinuxhowtosorg system procstathtm,0,0,Expand
1896,GnuMakefileGenerator.java,c src,0,0,Expand
1897,GnuMakefileGenerator.java,addprefix root,0,0,Expand
1898,GnuMakefileGenerator.java,r e u r c e v r e h,0,0,Expand
2410,QtPDOMNameIndex.java,data structur store list pdomnam index string key,0,0,Expand
1899,GnuMakefileGenerator.java,h e r e h,0,0,Expand
1900,GnuMakefileGenerator.java,process string denot filepath way compat gnu make rule handl,0,0,Expand
1901,GnuMakefileGenerator.java,window drive letter whitespac appropri,0,0,Expand
1902,GnuMakefileGenerator.java,p p,0,0,Expand
2414,RenameCSourceFolderChange.java,author ee4 graf if,0,0,Expand
1903,GnuMakefileGenerator.java,context path appear right hand side rule header,0,0,Expand
1904,GnuMakefileGenerator.java,ie,0,0,Expand
1905,GnuMakefileGenerator.java,p p,0,0,Expand
1906,GnuMakefileGenerator.java,target dep1 dep2 dep3,0,0,Expand
1907,GnuMakefileGenerator.java,p,0,0,Expand
1908,GnuMakefileGenerator.java,param path string denot path process,0,0,Expand
1909,GnuMakefileGenerator.java,throw nullpointerexcept path null,0,0,Expand
1910,GnuMakefileGenerator.java,return suitabl make rule compat path,0,0,Expand
1912,GnuMakefileGenerator.java,resourc chang,0,0,Expand
2424,ReturnCheckerTest.java,test see returncheckertest class,0,0,Expand
1913,GnuMakefileGenerator.java,logic simpl,0,0,Expand
1914,GnuMakefileGenerator.java,,0,0,Expand
1916,GnuMakefileGenerator.java,locat dirti makefil fragment,0,0,Expand
1917,GnuMakefileGenerator.java,regener,0,0,Expand
1918,GnuMakefileGenerator.java,p,0,0,Expand
2431,RulerColumnDescriptor.java,instanc obtain link rulercolumnregistri,0,0,Expand
1920,GnuMakefileGenerator.java,,0,0,Expand
2432,RulerColumnDescriptor.java,sinc 72,0,0,Expand
1921,GnuMakefileGenerator.java,reli make right thing confront,0,0,Expand
2433,RulerColumnDescriptor.java,noinstanti class intend instanti client,0,0,Expand
1922,GnuMakefileGenerator.java,depend move header file,0,0,Expand
1923,GnuMakefileGenerator.java,said make treat,0,0,Expand
1924,GnuMakefileGenerator.java,miss header file depend rule target build,0,0,Expand
1925,GnuMakefileGenerator.java,unless told otherwis,0,0,Expand
1926,GnuMakefileGenerator.java,dummi target ad makefil,0,0,Expand
1927,GnuMakefileGenerator.java,avoid miss target error,0,0,Expand
1928,GnuMakefileGenerator.java,string constant makefil content messag privat static final string auto dep comment autodep non nl 1 privat static final string messag managedmakebuildermessag non nl 1 privat static final string build error messag error non nl 1 privat static final string dep incl comment moduledepinclud non nl 1 privat static final string mod incl comment modulemakeinclud non nl 1 privat itool buildtool privat boolean buildtoolsus privat imanagedbuildinfo info privat set outputextensionsset map macro name string valu list depend file variabl privat vector dependencymakefil ipath rel top build directori absolut,0,0,Expand
2440,SCDOptionsEnum.java,enumer class scanner configur affect command line option,0,0,Expand
1929,GnuMakefileGenerator.java,imanagedbuildermakefilegener e h,0,0,Expand
2441,SCDOptionsEnum.java,author vhirsl,0,0,Expand
1930,GnuMakefileGenerator.java,k e f l e p p u l n e h,0,0,Expand
1931,GnuMakefileGenerator.java,n makefil k e f l e e h,0,0,Expand
1932,GnuMakefileGenerator.java,u r c e sourcesmk k e f l e e h,0,0,Expand
1933,GnuMakefileGenerator.java,f r g e n subdirmk k e f l e e h,0,0,Expand
2445,SourceLookupTest.java,test interact sourc lookup work expect,0,0,Expand
1934,GnuMakefileGenerator.java,k e f l eg e n e r n c n e h,0,0,Expand
1935,GnuMakefileGenerator.java,add macro addit prefix map macro name entri,0,0,Expand
1936,GnuMakefileGenerator.java,entri prefix look like,0,0,Expand
1937,GnuMakefileGenerator.java,c src,0,0,Expand
1938,GnuMakefileGenerator.java,addprefix root,0,0,Expand
2450,SourceLookupTest.java,locat link build path directori locat,0,0,Expand
1939,GnuMakefileGenerator.java,r e u r c e v r e h,0,0,Expand
2451,SourceLookupTest.java,link basetestcasesourc path directori,0,0,Expand
1940,GnuMakefileGenerator.java,h e r e h,0,0,Expand
1941,GnuMakefileGenerator.java,process string denot filepath way compat gnu make rule handl,0,0,Expand
2453,SourceLookupTest.java,wild card sourcelookup exe one follow cover,0,0,Expand
1942,GnuMakefileGenerator.java,window drive letter whitespac appropri,0,0,Expand
2454,SourceLookupTest.java,differ effect type sourc lookup need done depend,0,0,Expand
1943,GnuMakefileGenerator.java,p p,0,0,Expand
2455,SourceLookupTest.java,program compil,0,0,Expand
1944,GnuMakefileGenerator.java,context path appear right hand side rule header,0,0,Expand
2456,SourceLookupTest.java,option produc differ debug,0,0,Expand
1945,GnuMakefileGenerator.java,ie,0,0,Expand
2457,SourceLookupTest.java,inform find sourc file,0,0,Expand
1946,GnuMakefileGenerator.java,p p,0,0,Expand
2458,SourceLookupTest.java,see makefil,0,0,Expand
1947,GnuMakefileGenerator.java,target dep1 dep2 dep3,0,0,Expand
2459,SourceLookupTest.java,inform,0,0,Expand
1948,GnuMakefileGenerator.java,p,0,0,Expand
2460,SourceLookupTest.java,ul,0,0,Expand
1949,GnuMakefileGenerator.java,param path string denot path process,0,0,Expand
2461,SourceLookupTest.java,li b ac b absolut canon path,0,0,Expand
1950,GnuMakefileGenerator.java,throw nullpointerexcept path null,0,0,Expand
2462,SourceLookupTest.java,,0,0,Expand
1951,GnuMakefileGenerator.java,return suitabl make rule compat path,0,0,Expand
2463,SourceLookupTest.java,path pas gcc,0,0,Expand
1952,GnuMakefileGenerator.java,class use recurs walk project determin,0,0,Expand
2464,SourceLookupTest.java,li,0,0,Expand
1953,GnuMakefileGenerator.java,modul contribut buildabl sourc file,0,0,Expand
2466,SourceLookupTest.java,,0,0,Expand
2467,SourceLookupTest.java,path pas gcc,0,0,Expand
2468,SourceLookupTest.java,li,0,0,Expand
2470,SourceLookupTest.java,,0,0,Expand
2471,SourceLookupTest.java,path pas gcc,0,0,Expand
2472,SourceLookupTest.java,li,0,0,Expand
2474,SourceLookupTest.java,,0,0,Expand
2475,SourceLookupTest.java,path pas gcc,0,0,Expand
2476,SourceLookupTest.java,li,0,0,Expand
2478,SourceLookupTest.java,ul,0,0,Expand
2479,SourceLookupTest.java,addit also b dwarf2 b name,0,0,Expand
2480,SourceLookupTest.java,mean,0,0,Expand
2481,SourceLookupTest.java,design run gdb 74 see comment makefil olddwarfflag,0,0,Expand
2483,SourceLookupTest.java,result variat compil argument mean,0,0,Expand
2484,SourceLookupTest.java,test parameteris,0,0,Expand
2486,SourceLookupTest.java,cdt sourc lookup featur requir newer version gdb,0,0,Expand
2487,SourceLookupTest.java,other therefor relev test use assumegdbvers method,0,0,Expand
2488,SourceLookupTest.java,skip appropri,0,0,Expand
2531,SpellEvent.java,spell event fire word detect spell check iter,0,0,Expand
2533,StandardCElementLabelProvider.java,celementlabelprovid respect set appear prefer page,0,0,Expand
2535,StandardCElementLabelProvider.java,deprec use link appearanceawarelabelprovid instead,0,0,Expand
2024,GroupDebugContextsCommandHandler.java,command handler trigger group debug context oper,0,0,Expand
2025,GroupDebugContextsCommandHandler.java,sinc 71,0,0,Expand
2539,StringDialogField.java,dialog field contain label text control,0,0,Expand
2028,IBHistoryAction.java,action use includ browser forward backward button,0,0,Expand
2030,IBuildObject.java,noextend class intend subclass client,0,0,Expand
2031,IBuildObject.java,noimplement interfac intend implement client,0,0,Expand
2544,ToggleDynamicPrintfAdapter.java,toggl dynam printf c c editor,0,0,Expand
2545,ToggleDynamicPrintfAdapter.java,sinc 75,0,0,Expand
2036,ICLanguageSettingPathEntry.java,see interfac hierarchi specif,0,0,Expand
2548,TracepointActionsPropertyPage.java,properti page tracepoint action,0,0,Expand
2549,TracepointActionsPropertyPage.java,sinc 21,0,0,Expand
2552,TracingConsole.java,consol use print trace,0,0,Expand
2041,ICLibraryFileEntry.java,see link icsettingentrylibrari file,0,0,Expand
2553,TracingConsole.java,consol attach launch,0,0,Expand
2046,ICodeReaderFactory.java,author jcamelon,0,0,Expand
2558,TracingConsole.java,sinc 21,0,0,Expand
2047,ICodeReaderFactory.java,deprec replac link includefilecontentprovid,0,0,Expand
2559,TracingConsole.java,class move packag orgeclipsecdtdsfgdbinternaluitrac,0,0,Expand
3074,CloseablesTest.java,unit test link closeabl,0,0,Expand
3077,CloseablesTest.java,author michael lancast,1,0,Expand
3082,CollectionTestSuiteBuilder.java,concret instanti link abstractcollectiontestsuitebuild test collect,0,0,Expand
3083,CollectionTestSuiteBuilder.java,specif tester like link listtestsuitebuild link,1,0,Expand
3084,CollectionTestSuiteBuilder.java,settestsuitebuild,0,0,Expand
